emp_no,first_name,last_name,title,from_date,salary
431761,Adib,Kinley,Senior Staff,1987-06-20,81278
32849,Adib,Kornyak,Senior Engineer,1987-05-12,55787
83698,Adib,Krohn,Senior Staff,1985-11-17,40000
23204,Adib,Lieblein,Staff,1993-08-26,40000
25037,Adib,Magliocco,Senior Engineer,1999-11-18,63524
246630,Adib,Markovitch,Assistant Engineer,1992-07-07,69702
457853,Adib,Morrey,Engineer,1987-04-21,45544
429493,Adib,Motley,Engineer,1990-03-17,40000
436585,Adib,Pargas,Senior Staff,1985-03-12,62647
202119,Adib,Passino,Senior Staff,1988-05-07,57403
11070,Adib,Raney,Engineer,1985-07-24,40000
238149,Adib,Rothe,Senior Engineer,1987-10-25,42785
10718,Adib,Rullman,Engineer,1988-07-21,75473
22794,Adib,Schiper,Senior Staff,1989-12-14,40000
285226,Adib,Schonegge,Senior Engineer,1993-09-18,40000
67989,Adib,Schwaller,Senior Staff,1986-12-23,67666
404850,Adib,Sevcikova,Senior Engineer,1986-11-29,40000
459777,Adib,Shigei,Engineer,1994-04-22,45546
469662,Adib,Shihab,Staff,1985-02-22,58932
278280,Adib,Shiratori,Staff,1987-10-04,41063
467011,Adib,Srimani,Staff,1987-01-22,76953
266871,Adib,Tsukune,Engineer,1986-09-27,46567
442550,Adib,Vadhan,Engineer,1986-02-17,40000
404884,Adib,Yetim,Engineer,1995-06-22,51045
466711,Adib,Zeidenstein,Senior Staff,1986-12-24,40000
427159,Adib,Zockler,Technique Leader,1987-08-15,40000
437297,Adib,Zweizig,Engineer,1995-12-12,64100
208020,Adil,Boudaillier,Engineer,1987-07-01,40000
295651,Adil,Coombs,Senior Staff,1985-08-14,54215
82677,Adil,Decaestecker,Staff,1992-06-03,69183
11624,Adil,Gammage,Engineer,1989-07-15,42001
266079,Adil,Ghemri,Senior Engineer,1986-02-08,40000
466279,Adil,Goodrum,Senior Staff,1995-03-24,86419
235658,Adil,Gyorkos,Staff,1987-06-28,57958
258752,Adil,Jervis,Staff,1987-09-25,50527
488168,Adil,Kenevan,Engineer,1991-07-07,40000
410234,Adil,Knightly,Engineer,1985-07-31,40000
247116,Adil,Lambe,Engineer,1989-09-04,40000
477682,Adil,Miyakawa,Staff,1998-08-16,81498
437349,Adil,Munch,Engineer,1995-09-19,45942
238155,Adil,Nittel,Engineer,1997-10-31,50513
14906,Adil,Parveen,Staff,1987-12-11,54758
437301,Adil,Pehl,Assistant Engineer,1986-07-06,50342
258831,Adil,Perin,Staff,1985-06-02,64905
206604,Adil,Rajala,Senior Engineer,1992-12-14,66204
237175,Adil,Reutenauer,Senior Staff,1987-12-14,53992
26315,Adil,Schnabel,Senior Staff,1987-02-01,40000
482366,Adil,Schurmann,Senior Engineer,1986-02-16,70161
218504,Adil,Shobatake,Staff,1988-06-09,65027
50838,Adil,Skogmar,Staff,1988-09-05,45211
235573,Adil,Stamatiou,Staff,1990-02-07,62788
19841,Adil,Straney,Staff,1996-04-12,49999
286084,Adil,Swist,Senior Staff,1987-11-15,55712
253165,Adin,Assaf,Engineer,1993-08-31,40000
202154,Adin,Azulay,Engineer,1986-05-31,67732
27319,Adin,Bashian,Senior Staff,1987-12-06,53917
437483,Adin,Callaway,Staff,1987-05-13,40000
434988,Adin,Cannata,Senior Engineer,1986-08-04,40000
14197,Adin,Chachaty,Staff,1987-01-21,52474
47206,Adin,Eterovic,Senior Staff,1996-03-14,83568
442754,Adin,Fabrizio,Staff,1996-06-28,59808
427740,Adin,Felcyn,Senior Engineer,2000-01-04,49007
81553,Adin,Fortenbacher,Staff,1987-04-23,40000
282630,Adin,Gimbel,Senior Engineer,1987-03-06,40000
285513,Adin,Kamber,Technique Leader,1989-10-02,40000
36537,Adin,Kawashima,Senior Engineer,1986-02-05,40000
422131,Adin,Kleiser,Engineer,1999-04-19,44304
49434,Adin,Koblitz,Engineer,1985-07-01,40000
413169,Adin,Kropp,Staff,1988-08-05,55624
492428,Adin,Laventhal,Senior Engineer,1986-07-11,73220
456838,Adin,Makrucki,Senior Engineer,1987-05-28,45731
59094,Adin,McDermid,Senior Engineer,1986-01-03,75660
95902,Adin,Mikschl,Senior Staff,1986-09-02,81491
419704,Adin,Mitina,Senior Engineer,1995-01-03,40000
74542,Adin,Naumovich,Senior Staff,1988-06-20,74942
25643,Adin,Peak,Staff,1999-06-11,60206
42424,Adin,Picco,Engineer,1998-09-16,40000
51088,Adin,Rathonyi,Senior Staff,1993-04-28,59934
457577,Adin,Rosay,Staff,1995-07-12,62037
291817,Adin,Rosca,Technique Leader,1995-09-13,40000
233455,Adin,Rousseau,Engineer,1988-08-11,40000
434704,Adin,Schaar,Staff,1993-12-26,40000
456675,Adin,Sethi,Staff,1993-04-26,40606
224352,Adin,Talmor,Staff,1992-07-06,85699
28143,Adin,Teitelbaum,Staff,1988-10-25,50403
257733,Adin,Toyoshima,Engineer,1993-01-05,57893
284560,Adin,Valiente,Staff,1996-05-22,54947
240927,Adit,Alvarado,Engineer,1987-07-06,47712
294940,Adit,Baar,Senior Engineer,1996-01-10,40000
444004,Adit,Baig,Senior Engineer,1992-11-06,40083
258609,Adit,Birge,Senior Engineer,1985-09-27,40000
81653,Adit,Brobst,Engineer,1996-04-19,40000
469794,Adit,Chartres,Senior Engineer,1987-07-06,40000
285326,Adit,Chenney,Staff,1998-08-02,47512
420372,Adit,Compeau,Engineer,1998-06-08,40000
74116,Adit,Couchot,Senior Engineer,1995-07-16,40000
88707,Adit,Ermel,Senior Engineer,1985-03-01,40000
251336,Adit,Ghalwash,Engineer,1993-06-02,72658
105408,Adit,Gihr,Senior Engineer,1987-11-06,68754
103537,Adit,Grospietsch,Senior Staff,1992-11-18,79395
200460,Adit,Guting,Engineer,1995-09-05,52647
441104,Adit,Krzyzanowski,Senior Engineer,1987-07-29,84982
258196,Adit,Lorys,Senior Staff,1985-08-10,63249
488756,Adit,Luke,Staff,1993-12-19,53426
469985,Adit,Magliocco,Senior Engineer,1988-04-22,40000
297539,Adit,Manderick,Senior Engineer,1989-01-12,43708
77527,Adit,McFarlan,Staff,1985-03-02,40000
231929,Adit,Muhlberg,Staff,1992-03-13,40000
485704,Adit,Murtha,Senior Engineer,1988-06-07,53562
444659,Adit,Orsini,Senior Staff,1997-02-21,40000
430570,Adit,Papadias,Staff,1985-05-19,40000
19268,Adit,Papastamatiou,Senior Engineer,1986-05-10,40000
248908,Adit,Peha,Engineer,1998-08-09,45468
401008,Adit,Penz,Senior Engineer,1987-08-07,64861
30418,Adit,Perl,Senior Staff,1987-09-01,61205
420187,Adit,Picht,Senior Engineer,1987-01-07,47345
448422,Adit,Rahier,Staff,1987-03-12,73324
33838,Adit,Ranai,Staff,1998-05-25,58188
294332,Adit,Ranft,Staff,1987-07-06,53789
82626,Adit,Reeken,Senior Engineer,1988-11-01,47175
86164,Adit,Rothe,Senior Staff,1990-12-13,40000
283925,Adit,Selvestrel,Staff,1990-01-03,40000
246599,Adit,Silva,Engineer,1993-05-31,40000
207856,Adit,Terkki,Staff,1985-02-27,40000
201280,Adit,Varley,Senior Engineer,1987-02-12,55245
71099,Adly,Azevdeo,Senior Engineer,1986-07-03,40000
423526,Adly,Choobineh,Engineer,1991-05-15,67392
88663,Adly,Deville,Senior Engineer,1986-11-22,53010
48077,Adly,Engberts,Senior Staff,1987-05-27,40000
422566,Adly,Erva,Engineer,1995-10-24,40299
256344,Adly,Garigliano,Staff,1985-07-07,57432
282598,Adly,Gonthier,Senior Engineer,2000-01-02,70715
498069,Adly,Jahnichen,Senior Staff,1986-04-19,45757
468106,Adly,Kambil,Technique Leader,1988-12-17,79506
279079,Adly,Koblitz,Staff,1994-06-04,40000
62215,Adly,Koshino,Senior Engineer,1988-11-09,55138
466188,Adly,Landherr,Staff,1985-06-23,73740
480083,Adly,Luit,Engineer,1999-04-06,40000
462282,Adly,Morton,Staff,1985-07-31,77346
48701,Adly,Msuda,Senior Staff,1987-05-10,64560
440767,Adly,Narahari,Engineer,1998-01-10,79342
99788,Adly,Orsini,Engineer,1987-10-11,40000
265733,Adly,Pelc,Senior Staff,1986-01-11,61238
284873,Adly,Perri,Technique Leader,1995-08-21,51946
109125,Adly,Piveteau,Staff,1998-07-21,72554
464006,Adly,Quittner,Senior Engineer,1986-08-12,44660
109172,Adly,Ratzlaff,Senior Staff,1991-07-28,55866
433985,Adly,Reinhard,Senior Staff,1988-12-21,40000
34962,Adly,Rosay,Engineer,1990-10-29,40000
12504,Adly,Rosaz,Engineer,1997-08-14,40000
59227,Adly,Ruemmler,Engineer,1986-10-29,66446
34212,Adly,Salverda,Engineer,1985-05-18,40000
99014,Adly,Siprelle,Staff,1985-12-11,68063
464153,Adly,Stavenow,Senior Staff,1988-10-04,40000
251451,Adly,VanScheik,Senior Engineer,1989-01-13,45135
406973,Adly,Weedon,Senior Staff,1985-12-21,54574
99740,Adly,Wiegley,Staff,1991-03-10,80439
20708,Aemilian,Arlazarov,Senior Staff,1990-03-23,63353
247807,Aemilian,Azumi,Technique Leader,1985-12-28,40000
17146,Aemilian,Barbanera,Staff,1996-07-01,65674
202190,Aemilian,Braccini,Engineer,1987-07-25,41116
417633,Aemilian,Cappelletti,Staff,1988-06-09,73327
41487,Aemilian,Cummings,Staff,1985-09-02,58494
99890,Aemilian,Decleir,Senior Staff,1987-11-18,40930
473776,Aemilian,Demir,Senior Staff,1996-06-02,57775
45919,Aemilian,Denti,Staff,1988-09-10,54551
80456,Aemilian,Gire,Assistant Engineer,1988-04-17,40000
468779,Aemilian,Guting,Engineer,1986-07-03,79728
45062,Aemilian,Hammerschmidt,Senior Staff,1992-09-03,65998
478608,Aemilian,Hemaspaandra,Senior Engineer,1987-11-28,40000
251495,Aemilian,Hiltgen,Staff,1987-08-22,80367
290251,Aemilian,Hoppenstand,Engineer,1989-11-14,40000
422233,Aemilian,Koshino,Senior Staff,1989-08-15,43699
98825,Aemilian,Kroft,Engineer,1988-10-14,51267
449263,Aemilian,Leaver,Senior Staff,1993-06-11,70490
425806,Aemilian,Limongiello,Staff,1997-02-19,40000
479595,Aemilian,Litzler,Staff,1998-04-10,52780
93730,Aemilian,Noriega,Staff,1987-12-08,57937
265124,Aemilian,Panienski,Staff,1991-06-25,45708
58388,Aemilian,Parveen,Senior Engineer,1986-12-25,40000
98973,Aemilian,Quittner,Senior Engineer,1986-01-05,51554
83123,Aemilian,Randt,Staff,1997-09-01,67005
463155,Aemilian,Sabnani,Senior Engineer,1985-04-26,40000
284752,Aemilian,Schaad,Senior Staff,1987-10-09,47290
200785,Aemilian,Schlenzig,Staff,1997-10-25,54217
23455,Aemilian,Sethi,Staff,1990-11-10,44109
424900,Aemilian,Siksek,Engineer,1997-11-14,42396
75347,Aemilian,Simmen,Engineer,1993-01-25,40000
295249,Aemilian,Stentiford,Staff,1991-08-21,40000
61149,Aemilian,Stranks,Senior Staff,1987-02-01,46357
421032,Aemilian,Trachtenberg,Senior Staff,1985-04-11,45050
463449,Aemilian,Varman,Engineer,1988-10-06,40000
236038,Aiichiro,Alpin,Engineer,1990-10-08,40000
217986,Aiichiro,Auria,Senior Engineer,1988-07-28,41943
215620,Aiichiro,Baik,Senior Engineer,1993-08-02,40000
219406,Aiichiro,Beerel,Senior Engineer,1986-10-24,51707
419697,Aiichiro,Braunschweig,Engineer,1996-06-28,40000
85988,Aiichiro,Brlek,Senior Staff,1989-12-12,79173
222935,Aiichiro,Chiola,Senior Engineer,1988-10-23,40000
226313,Aiichiro,Christ,Staff,1996-04-06,44417
418329,Aiichiro,Eiron,Senior Staff,1993-04-23,56888
58102,Aiichiro,Erni,Technique Leader,1999-09-16,40000
242036,Aiichiro,Ghemri,Engineer,1987-12-19,66962
279111,Aiichiro,Herath,Senior Engineer,1988-07-20,40000
411041,Aiichiro,Joslin,Engineer,1998-05-01,47851
73375,Aiichiro,Kragelund,Staff,2000-01-15,55932
212425,Aiichiro,Leonhardt,Staff,1986-11-10,49332
285351,Aiichiro,Leppanen,Senior Engineer,1987-04-11,57503
278486,Aiichiro,Maraist,Staff,1985-06-19,71759
207295,Aiichiro,Motley,Assistant Engineer,1998-01-19,40000
97938,Aiichiro,Plavsic,Senior Staff,1986-03-27,69134
26362,Aiichiro,Prampolini,Technique Leader,1985-12-24,40000
249729,Aiichiro,Redmiles,Engineer,1985-07-26,40000
418110,Aiichiro,Roohalamini,Senior Engineer,1987-11-23,46094
231461,Aiichiro,Sidje,Engineer,1995-03-04,40000
64481,Aiichiro,Speek,Technique Leader,1987-04-05,40000
288588,Aiichiro,Toyoshima,Senior Engineer,1991-04-12,57588
79110,Aiichiro,Vecchi,Assistant Engineer,1993-07-28,71332
46853,Aiichiro,Walston,Senior Staff,1988-07-17,64802
451799,Aiman,Anick,Engineer,1987-04-29,52888
460623,Aiman,Barreiro,Engineer,1987-03-11,40499
54473,Aiman,Benaini,Senior Staff,1987-10-14,40000
81468,Aiman,Bodoff,Senior Engineer,1987-05-16,40000
234960,Aiman,Cappelli,Staff,1986-10-06,40000
465657,Aiman,Garigliano,Engineer,1988-01-30,40000
62236,Aiman,Georg,Senior Engineer,1991-11-07,40000
213180,Aiman,Heuser,Senior Engineer,1986-09-02,46415
77181,Aiman,Irland,Senior Engineer,1997-08-04,40000
414566,Aiman,Khalil,Senior Staff,1987-04-02,44459
23784,Aiman,Merli,Technique Leader,1998-04-11,40000
75066,Aiman,Mungall,Senior Staff,1989-09-02,43279
202890,Aiman,Nicolson,Technique Leader,1993-03-06,40000
280717,Aiman,Range,Senior Staff,1988-09-27,92820
100338,Aiman,Reeker,Engineer,1987-02-04,54432
79116,Aiman,Salvesen,Senior Staff,1985-10-14,40000
89354,Aiman,Schicker,Senior Staff,1987-01-04,62703
213549,Aiman,Sidou,Engineer,1986-12-15,60096
427403,Aiman,Standera,Senior Staff,1990-04-17,74630
423323,Aiman,Ventosa,Technique Leader,1998-09-05,40000
256596,Aiman,Zeilberger,Senior Staff,1995-11-04,63153
484188,Aimee,Aloisi,Staff,1988-05-30,40000
475687,Aimee,Anandan,Senior Engineer,1986-09-03,81378
460229,Aimee,Avouris,Senior Staff,1986-09-18,74597
474921,Aimee,Baak,Senior Staff,1989-09-02,46090
467060,Aimee,Baik,Senior Staff,1991-10-07,40000
13546,Aimee,Brookner,Senior Engineer,1988-10-26,50295
428299,Aimee,Detkin,Engineer,1988-02-25,48412
84303,Aimee,Ferriere,Senior Engineer,1998-10-16,57641
240241,Aimee,Ginesta,Engineer,1988-08-02,56169
241965,Aimee,Kornatzky,Senior Staff,1987-12-30,93324
433665,Aimee,Kusalik,Staff,1999-08-29,87168
450468,Aimee,Lakshmanan,Engineer,1988-12-01,48849
458252,Aimee,Lorys,Staff,1996-03-22,40000
439216,Aimee,Mateescu,Engineer,1985-11-10,40000
101440,Aimee,McAffer,Staff,1988-11-30,64583
48412,Aimee,Melski,Staff,1988-08-11,40000
247220,Aimee,Miyakawa,Staff,1998-12-18,72579
215341,Aimee,Mukaidono,Senior Engineer,1996-07-26,85305
47050,Aimee,Nyrup,Staff,1997-11-03,40000
65316,Aimee,Papastamatiou,Senior Engineer,1990-04-05,40000
11268,Aimee,Petersohn,Senior Engineer,1987-10-25,40000
92417,Aimee,Pollacia,Senior Staff,1987-09-11,59453
97026,Aimee,Poulakidas,Staff,1990-03-14,57215
488271,Aimee,Rahier,Technique Leader,1989-01-09,40646
78373,Aimee,Schlumberger,Engineer,1986-08-16,40000
280169,Aimee,Sherertz,Engineer,1985-05-30,43251
417450,Aimee,Shinomoto,Senior Staff,1987-04-30,40000
108007,Aimee,Smeets,Senior Staff,1988-07-10,51906
299575,Aimee,Spinelli,Engineer,1988-05-22,49054
103987,Aimee,Uhrik,Senior Engineer,1987-09-06,69354
452608,Aimee,Yeung,Senior Engineer,1991-05-01,49434
411436,Akeel,Bael,Engineer,1986-03-14,46843
479499,Akeel,Birnbaum,Senior Staff,1986-06-30,64585
89379,Akeel,Bisiani,Staff,1995-11-20,67084
54328,Akeel,Bruckman,Engineer,1991-03-19,40000
266244,Akeel,Cairo,Staff,1993-10-17,40398
20586,Akeel,Clouatre,Engineer,1988-03-07,67653
66516,Akeel,Crouzet,Staff,1988-04-25,40000
459463,Akeel,Denis,Senior Staff,1987-03-27,75583
218713,Akeel,Glowinski,Senior Engineer,1986-08-17,75289
269948,Akeel,Gopalakrishnan,Technique Leader,1986-10-16,54708
427114,Akeel,Gustavson,Senior Staff,1992-06-16,40000
251272,Akeel,Heuser,Assistant Engineer,1990-09-07,40000
38156,Akeel,Honglei,Senior Staff,1986-09-26,40000
25537,Akeel,Ibel,Senior Staff,1987-07-05,103268
281586,Akeel,Jiang,Engineer,1999-02-19,40000
98436,Akeel,Khalid,Engineer,1985-05-15,40000
54942,Akeel,Kusakari,Senior Staff,1987-11-13,40000
469975,Akeel,Kusalik,Engineer,1999-10-23,49102
479496,Akeel,Lenart,Senior Staff,1987-12-07,71057
283110,Akeel,Leuchs,Senior Engineer,1993-07-29,55065
496556,Akeel,Luby,Assistant Engineer,2000-01-26,40000
49918,Akeel,Maksimenko,Senior Engineer,1985-07-25,40000
295597,Akeel,Matzov,Engineer,1988-05-23,56384
13156,Akeel,Millington,Senior Engineer,1992-08-18,48285
408861,Akeel,Moffat,Engineer,1987-06-18,40000
216860,Akeel,Monkewich,Senior Engineer,1987-01-11,79394
91521,Akeel,Murthy,Staff,1997-09-17,60815
237047,Akeel,Peres,Senior Staff,1989-02-22,85866
56965,Akeel,Piancastelli,Staff,1987-06-16,40000
108218,Akeel,Piveteau,Engineer,1985-09-05,40000
456692,Akeel,Polupanov,Engineer,1988-02-10,43335
444689,Akeel,Rijckaert,Engineer,1993-05-13,52288
58366,Akeel,Schnabel,Engineer,1987-11-03,66579
462151,Akeel,Templeman,Senior Engineer,1985-02-19,43373
72799,Akeel,Usdin,Senior Engineer,1988-06-03,54368
270634,Akeel,Vakili,Senior Engineer,1998-10-30,57610
261805,Akeel,Veeraraghavan,Senior Engineer,1987-08-24,40000
297140,Akeel,Zizka,Engineer,1995-06-10,50867
479867,Akemi,Anandan,Senior Staff,1987-07-05,64790
473021,Akemi,Attimonelli,Engineer,1996-10-01,43233
62155,Akemi,Basawa,Assistant Engineer,1998-11-02,40170
481551,Akemi,Bednarek,Senior Engineer,1987-04-23,51412
79411,Akemi,Beidas,Senior Staff,1992-10-24,57780
252419,Akemi,Bhattacharjee,Senior Engineer,1987-08-17,48963
10103,Akemi,Birch,Engineer,1998-01-12,68158
265846,Akemi,Birge,Staff,1988-10-11,76902
227554,Akemi,Borstler,Senior Engineer,1990-04-20,66261
219994,Akemi,Broomell,Senior Staff,1997-02-19,85955
278509,Akemi,Buescher,Engineer,1990-04-26,40000
84720,Akemi,Champarnaud,Senior Staff,1991-02-07,52534
106779,Akemi,Conta,Staff,1999-12-29,61427
425882,Akemi,DasSarma,Senior Staff,1985-04-25,50268
454987,Akemi,Fontet,Senior Engineer,1988-08-08,68570
476410,Akemi,Gunderson,Staff,1996-06-27,42232
255828,Akemi,Kilgore,Senior Engineer,1992-03-20,40752
475866,Akemi,Lunt,Staff,1994-02-17,63733
457184,Akemi,Makrucki,Senior Staff,1985-05-22,49802
37997,Akemi,Maliniak,Senior Staff,1986-02-28,40000
87323,Akemi,Nastansky,Engineer,1988-10-16,44537
100112,Akemi,Naumovich,Assistant Engineer,1994-06-30,76575
482188,Akemi,Panwar,Engineer,1987-08-07,56760
468018,Akemi,Picco,Technique Leader,1986-08-23,40000
499197,Akemi,Rajaraman,Engineer,1992-12-18,75128
442709,Akemi,Renear,Staff,1988-11-16,40000
290021,Akemi,Salvesen,Engineer,1990-01-25,40000
244591,Akemi,Sambasivam,Senior Staff,1985-06-19,40000
95696,Akemi,Schaft,Engineer,1998-09-04,45811
255647,Akemi,Smailagic,Technique Leader,1992-07-21,40000
409489,Akemi,Sridhar,Technique Leader,1991-09-12,40000
467511,Akemi,Thambidurai,Staff,1988-11-14,71603
260667,Akemi,Weedon,Senior Engineer,1992-05-27,54938
51838,Akemi,Woycyznski,Senior Staff,1991-05-25,40000
292458,Akeno,Armand,Staff,1990-02-13,52893
288776,Akeno,Baca,Staff,1989-07-12,69983
278610,Akeno,Benzmuller,Senior Staff,2000-01-23,62499
57616,Akeno,Bergere,Staff,1997-05-01,52975
486166,Akeno,Berztiss,Engineer,1999-09-30,40000
278885,Akeno,Birch,Staff,1987-01-30,42668
492576,Akeno,Birge,Senior Engineer,1988-12-19,58193
204091,Akeno,Brender,Senior Staff,1987-11-04,62078
266821,Akeno,Cooke,Senior Staff,1985-04-06,61861
477912,Akeno,Danlos,Senior Engineer,1986-04-08,50286
295658,Akeno,Decleir,Engineer,1997-08-10,40000
24727,Akeno,Gecseg,Engineer,1988-12-14,59984
486262,Akeno,Genther,Senior Engineer,1987-07-11,50001
252405,Akeno,Gronowski,Technique Leader,1988-06-21,44152
16858,Akeno,Gustavson,Staff,1988-03-18,67670
262058,Akeno,Heiserman,Senior Engineer,1987-12-26,40000
288168,Akeno,Juneja,Senior Staff,1986-04-22,40000
490850,Akeno,Karunanithi,Senior Staff,1988-08-04,50952
62286,Akeno,Keohane,Engineer,1987-05-14,40000
487259,Akeno,Klerer,Senior Engineer,1989-05-11,66629
205026,Akeno,Kulisch,Senior Engineer,1988-12-26,59911
480865,Akeno,Lorch,Engineer,1986-11-18,40000
244454,Akeno,Morrow,Senior Staff,1985-10-26,41628
471107,Akeno,Muhlberg,Senior Engineer,1987-09-09,40000
271726,Akeno,Narwekar,Staff,1987-02-17,40000
461936,Akeno,Nishimukai,Engineer,1987-03-15,40000
410720,Akeno,Pargas,Staff,1999-04-18,51928
422812,Akeno,Pashtan,Senior Staff,1986-12-03,53423
63341,Akeno,Peck,Staff,1985-12-22,45035
237160,Akeno,Rande,Senior Engineer,1988-08-13,83546
283048,Akeno,Ruemmler,Engineer,1991-10-30,45205
91451,Akeno,Savasere,Assistant Engineer,1995-01-01,40000
492750,Akeno,Sewelson,Senior Engineer,1986-06-06,47252
278075,Akeno,Soicher,Senior Staff,1985-02-08,71702
26119,Akeno,Vesna,Senior Engineer,1995-12-16,40000
61371,Akeno,Yetto,Staff,1986-01-08,40000
16954,Akhilish,Apsitis,Senior Staff,1986-08-06,47943
252190,Akhilish,Azulay,Staff,1988-10-10,57865
459269,Akhilish,Baek,Technique Leader,1996-06-24,40000
288815,Akhilish,Benner,Engineer,1994-02-05,46984
239065,Akhilish,Braunmuhl,Senior Staff,1986-05-20,70888
461704,Akhilish,Bultermann,Senior Staff,1987-04-30,85514
272119,Akhilish,Businaro,Engineer,1990-03-03,40000
31495,Akhilish,Coombs,Technique Leader,1986-11-30,62324
37219,Akhilish,Granlund,Senior Staff,1985-10-12,70851
64728,Akhilish,Hedayat,Engineer,1986-12-19,43564
23001,Akhilish,Irland,Senior Engineer,1992-11-01,52018
239832,Akhilish,Kakkar,Senior Staff,1985-10-18,61302
58161,Akhilish,Karner,Engineer,1987-06-27,40000
251962,Akhilish,Keustermans,Engineer,1985-09-26,42953
480376,Akhilish,Kieras,Senior Staff,1988-11-02,80095
69829,Akhilish,Koprowski,Engineer,1990-05-27,60061
245969,Akhilish,Kushner,Staff,1995-04-05,72956
219581,Akhilish,Mansanne,Senior Engineer,1988-08-07,40000
490702,Akhilish,Msuda,Senior Staff,1999-05-10,53573
402241,Akhilish,Mukaidono,Staff,1997-10-15,46248
291534,Akhilish,Paciorek,Senior Staff,1986-08-25,70586
41836,Akhilish,Passino,Senior Engineer,1997-03-22,40000
18806,Akhilish,Petereit,Senior Staff,1986-05-29,59955
245265,Akhilish,Ramaiah,Engineer,1988-06-08,70650
278519,Akhilish,Reinhart,Engineer,1998-10-01,40000
52610,Akhilish,Tsukuda,Engineer,1987-09-06,43766
26596,Akhilish,Validov,Senior Staff,1987-02-12,40000
254412,Akhilish,Vrecion,Senior Engineer,1992-05-24,40000
252749,Akhilish,Yeung,Staff,1999-08-28,72212
499766,Akhilish,Zobel,Senior Staff,1985-09-14,65061
17125,Akhilish,Zweizig,Assistant Engineer,1985-10-17,40000
226796,Aksel,Baar,Senior Engineer,1987-10-22,58510
297795,Aksel,Baez,Staff,1985-11-08,57330
251002,Aksel,Belinskaya,Staff,1987-11-05,51774
65084,Aksel,Bhattacharjee,Senior Staff,1985-11-25,40000
241189,Aksel,Brookner,Engineer,1987-03-25,40000
200455,Aksel,Businaro,Senior Staff,1986-01-24,69170
487601,Aksel,Emiris,Engineer,1999-10-07,40000
24383,Aksel,Erev,Engineer,1996-06-30,40000
256961,Aksel,Farrar,Senior Engineer,1988-06-20,56341
107253,Aksel,Fontan,Engineer,1999-06-17,40000
262348,Aksel,Frezza,Senior Staff,1988-01-04,53824
217070,Aksel,Gargeya,Senior Staff,1985-04-24,58281
273326,Aksel,Gulik,Senior Staff,1986-01-14,61869
70217,Aksel,Iivonen,Senior Staff,1993-12-07,42181
201224,Aksel,Isaak,Engineer,1988-06-07,40000
495283,Aksel,Kaelbling,Senior Engineer,1988-03-29,40000
11747,Aksel,Kossowski,Staff,1986-02-20,90239
409547,Aksel,Lenart,Senior Staff,1997-08-10,40000
459091,Aksel,Mitina,Senior Engineer,1985-03-30,58991
66170,Aksel,Ohori,Senior Engineer,1999-08-31,81664
108176,Aksel,Piazza,Engineer,1988-12-02,40000
286982,Aksel,Ranze,Senior Staff,1992-11-23,86065
448096,Aksel,Rouquie,Technique Leader,1988-08-02,69572
